timestamp,latitude,longitude,speed_kmph,turn_angle,ang_vel,hour_sin,hour_cos,entry_zone
2025-09-17 19:54:42+00:00,12.934,77.512,0.0,0.0,0.0,-0.8788171126619654,0.47715876025960835,Zone_C
2025-09-17 19:54:43+00:00,12.933983718692062,77.51200431739375,6.731583236583576,165.5091605384614,165.5091605384614,-0.8788171126619654,0.47715876025960835,Zone_C
2025-09-17 19:54:44+00:00,12.933980277417652,77.51200494621976,1.3992238657644513,4.392654994999475,4.392654994999475,-0.8788171126619654,0.47715876025960835,Zone_B
2025-09-17 19:54:45+00:00,12.933968470679636,77.51200668399224,4.774638689225848,1.9347660462782414,1.9347660462782414,-0.8788171126619654,0.47715876025960835,Zone_C
2025-09-17 19:54:46+00:00,12.933946384109465,77.5120155176706,9.489271032789864,13.132895465670003,13.132895465670003,-0.8788171126619654,0.47715876025960835,Zone_C
2025-09-17 19:54:47+00:00,12.933938610907298,77.51202269468253,4.186008094020225,20.686991102808747,20.686991102808747,-0.8788171126619654,0.47715876025960835,Zone_B
2025-09-17 19:54:48+00:00,12.93393478487295,77.51203268936297,4.189375837844464,26.57317725133771,26.57317725133771,-0.8788171126619654,0.47715876025960835,Zone_A
2025-09-17 19:54:49+00:00,12.933935191671887,77.51203668745065,1.5683134083138186,27.40343963412431,27.40343963412431,-0.8788171126619654,0.47715876025960835,Zone_C
2025-09-17 19:54:50+00:00,12.933931795391944,77.51204182737996,2.422736421062486,40.09580698220316,40.09580698220316,-0.8788171126619654,0.47715876025960835,Zone_A
2025-09-17 19:54:51+00:00,12.933916148040655,77.51204421563675,6.332586489011509,47.40297409920129,47.40297409920129,-0.8788171126619654,0.47715876025960835,Zone_A
2025-09-17 19:54:52+00:00,12.933898977769536,77.51205007521234,7.2435008180630165,9.93622421982866,9.93622421982866,-0.8788171126619654,0.47715876025960835,Zone_A
2025-09-17 19:54:53+00:00,12.933894236993826,77.51205043537588,1.9029358250124055,14.162686115548013,14.162686115548013,-0.8788171126619654,0.47715876025960835,Zone_B
2025-09-17 19:54:54+00:00,12.933887899777377,77.51205236724526,2.6463989394237846,12.312577841456232,12.312577841456232,-0.8788171126619654,0.47715876025960835,Zone_A
2025-09-17 19:54:55+00:00,12.933872712370604,77.51204764098723,6.353026506860262,33.419834496093245,33.419834496093245,-0.8788171126619654,0.47715876025960835,Zone_B
2025-09-17 19:54:56+00:00,12.93386397041665,77.51205194647098,3.881694153209019,42.51417887209277,42.51417887209277,-0.8788171126619654,0.47715876025960835,Zone_C
2025-09-17 19:54:57+00:00,12.9338489426831,77.51205613585192,6.233720176869578,10.44107602444717,10.44107602444717,-0.8788171126619654,0.47715876025960835,Zone_B
2025-09-17 19:54:58+00:00,12.93383705997157,77.51205832838191,4.832973188093933,5.005819533591534,5.005819533591534,-0.8788171126619654,0.47715876025960835,Zone_B
2025-09-17 19:54:59+00:00,12.933830130174076,77.51205935058532,2.802530886592887,2.013577268733002,2.013577268733002,-0.8788171126619654,0.47715876025960835,Zone_B
2025-09-17 19:55:00+00:00,12.933820492172412,77.51205945057288,3.8583060075942828,7.601824666499965,7.601824666499965,-0.8767267557075075,0.48098876891938813,Zone_A
2025-09-17 19:55:01+00:00,12.93380269365849,77.51206217802444,7.203801088198601,7.915181222338106,7.915181222338106,-0.8767267557075075,0.48098876891938813,Zone_A
2025-09-17 19:55:02+00:00,12.933796122693876,77.51206057501494,2.7036961983520973,21.86903123210584,21.86903123210584,-0.8767267557075075,0.48098876891938813,Zone_C
2025-09-17 19:55:03+00:00,12.933788978791652,77.51205451525087,3.710442067620324,26.206755679328154,26.206755679328154,-0.8767267557075075,0.48098876891938813,Zone_A
